nomeImg;modello usato;categoria;stato;bit accuracy;wm presence (logit c0)
b4981e6dd9b3213f_crop1.png;pixelseal;img_dirette;Pulita;0.5;0.0043
b4981e6dd9b3213f_crop1.png;pixelseal;img_dirette;Watermarked;1.0;0.1213
b4981e6dd9b3213f_crop1.png;pixelseal;img_dirette;Attaccata;0.5312;-0.0214
72a524ff4f26d0c6_crop0.png;pixelseal;img_dirette;Pulita;0.5234;-0.0312
72a524ff4f26d0c6_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.0729
72a524ff4f26d0c6_crop0.png;pixelseal;img_dirette;Attaccata;0.6641;-0.0195
58e590cea5efc434_crop0.png;pixelseal;img_dirette;Pulita;0.5469;-0.0195
58e590cea5efc434_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.0227
58e590cea5efc434_crop0.png;pixelseal;img_dirette;Attaccata;0.5781;-0.0331
bafd23428b91ec93_crop2.png;pixelseal;img_dirette;Pulita;0.457;-0.0103
bafd23428b91ec93_crop2.png;pixelseal;img_dirette;Watermarked;1.0;0.0579
bafd23428b91ec93_crop2.png;pixelseal;img_dirette;Attaccata;0.5508;-0.0161
b4981e6dd9b3213f_crop2.png;pixelseal;img_dirette;Pulita;0.4609;-0.0023
b4981e6dd9b3213f_crop2.png;pixelseal;img_dirette;Watermarked;1.0;-0.0525
b4981e6dd9b3213f_crop2.png;pixelseal;img_dirette;Attaccata;0.7344;-0.0282
58e590cea5efc434_crop3.png;pixelseal;img_dirette;Pulita;0.543;-0.0174
58e590cea5efc434_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.0379
58e590cea5efc434_crop3.png;pixelseal;img_dirette;Attaccata;0.5312;-0.0053
73be5f07407a7747_crop3.png;pixelseal;img_dirette;Pulita;0.4297;-0.0234
73be5f07407a7747_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.2099
73be5f07407a7747_crop3.png;pixelseal;img_dirette;Attaccata;0.5117;0.0017
8f6cc697ff4a0cda_crop3.png;pixelseal;img_dirette;Pulita;0.5273;-0.0195
8f6cc697ff4a0cda_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.0779
8f6cc697ff4a0cda_crop3.png;pixelseal;img_dirette;Attaccata;0.8633;-0.0053
791caaeb3f093f0e_crop3.png;pixelseal;img_dirette;Pulita;0.4609;-0.0452
791caaeb3f093f0e_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.0111
